,Race,Area ID,Perceived: AGE,Basis for Stop,Stop_Year,Action Taken: None,Stop Time,Result of Stop: No Action,Result of Stop: Warning,Result of Stop: Citation for infraction,Result of Stop: In-field cite and release,Result of Stop: Custodial Arrest Pursuant to Outstanding Warrant,Result of Stop: Custodial Arrest Without Warrant,Result of Stop: Noncriminal Transport or Caretaking Transport,Result of Stop: Psychiatric Hold,Result of Stop: Referred to U.S. Department of Homeland Security
4018,3,04,32,,2019,1,11:01,1,0,0,0,0,0,0,0,0
4019,3,01,52,,2019,1,08:40,0,0,1,0,0,0,0,0,0
4020,3,20,35,,2019,0,12:35,0,0,0,0,1,1,0,0,0
4021,3,01,30,,2019,1,09:10,0,0,1,0,0,0,0,0,0
4022,3,21,19,,2019,1,10:20,0,0,1,0,0,0,0,0,0
4023,7,01,25,Witness or victim identification of suspect at the scene,2019,0,08:05,0,1,0,0,0,0,0,0,0
4024,2,03,44,,2019,1,14:24,0,0,1,0,0,0,0,0,0
4025,3,09,30,,2019,1,12:23,0,0,1,0,0,0,0,0,0
4026,7,07,59,,2019,1,10:30,0,0,1,0,0,0,0,0,0
4027,3,20,20,Other reasonable suspicion of a crime,2019,0,07:45,0,0,1,0,0,0,0,0,0
4028,2,07,30,,2019,1,09:50,0,1,0,0,0,0,0,0,0
4029,3,21,36,Officer witnessed commission of a crime,2019,0,21:02,0,0,0,0,0,0,0,0,0
4030,7,07,31,,2019,1,13:00,0,0,1,0,0,0,0,0,0
4031,7,14,26,,2019,0,18:31,0,0,0,0,0,1,0,0,0
4032,3,02,24,,2019,1,00:15,0,0,1,0,0,0,0,0,0
4033,7,01,32,,2019,1,18:00,0,1,0,0,0,0,0,0,0
4034,2,16,45,,2019,1,02:08,0,1,0,0,0,0,0,0,0
4035,3,18,42,,2019,1,15:55,0,0,1,0,0,0,0,0,0
4036,3,01,45,,2019,1,10:25,0,1,0,0,0,0,0,0,0
4037,2,18,29,Witness or victim identification of suspect at the scene,2019,0,22:32,0,0,0,0,0,1,0,0,0
4038,3,03,35,Officer witnessed commission of a crime,2019,0,00:07,0,0,0,0,0,1,0,0,0
4039,7,19,20,Other reasonable suspicion of a crime,2019,0,22:30,0,0,0,0,0,1,0,0,0
4040,2,12,25,,2019,0,03:21,0,1,0,0,0,0,0,0,0
4041,3,12,29,,2019,0,20:02,0,1,0,0,0,0,0,0,0
4042,7,07,38,,2019,1,08:30,0,0,1,0,0,0,0,0,0
4043,2,18,30,,2019,0,09:14,0,1,0,0,0,0,0,0,0
4044,2,12,21,,2019,1,12:20,0,0,1,0,0,0,0,0,0
4045,3,07,33,,2019,1,08:35,0,0,1,0,0,0,0,0,0
4046,3,11,49,,2019,1,14:02,0,0,1,0,0,0,0,0,0
4047,3,14,19,,2019,0,22:58,0,1,0,0,0,0,0,0,0
4048,4,10,34,,2019,1,23:09,0,0,1,0,0,0,0,0,0
4049,7,10,28,,2019,1,09:00,0,0,1,0,0,0,0,0,0
4050,2,01,30,,2019,1,20:29,0,0,1,0,0,0,0,0,0
4051,3,14,25,,2019,1,21:57,0,1,0,0,0,0,0,0,0
4052,3,04,29,,2019,1,08:20,0,0,1,0,0,0,0,0,0
4053,3,19,40,,2019,1,22:04,0,1,0,0,0,0,0,0,0
4054,3,11,35,,2019,1,20:56,1,0,0,0,0,0,0,0,0
4055,2,06,35,,2019,1,21:50,1,0,0,0,0,0,0,0,0
4056,2,13,27,,2019,1,11:34,0,1,0,0,0,0,0,0,0
4057,3,13,16,Other reasonable suspicion of a crime,2019,0,17:43,0,0,0,0,0,0,0,0,0
4058,3,20,50,,2019,1,04:03,1,0,0,0,0,0,0,0,0
4059,7,07,26,,2019,1,09:22,0,0,1,0,0,0,0,0,0
4060,2,06,40,,2019,1,01:12,0,1,0,0,0,0,0,0,0
4061,2,12,52,,2019,0,19:00,0,0,0,0,0,0,0,0,0
4062,7,01,48,,2019,0,23:22,0,0,1,0,0,0,0,0,0
4063,4,10,35,,2019,1,10:55,0,0,1,0,0,0,0,0,0
4064,3,03,20,,2019,1,21:50,0,1,0,0,0,0,0,0,0
4065,2,18,25,Other reasonable suspicion of a crime,2019,0,19:49,1,0,0,0,0,0,0,0,0
4066,7,17,55,,2019,1,17:32,0,1,0,0,0,0,0,0,0
4067,3,04,20,,2019,1,16:52,0,0,1,0,0,0,0,0,0
4068,3,01,21,,2019,0,22:16,0,0,1,0,0,0,0,0,0
4069,3,20,40,Officer witnessed commission of a crime,2019,0,19:20,1,0,0,0,0,0,0,0,0
4070,3,13,45,,2019,0,09:16,0,0,1,0,0,0,0,0,0
4071,7,11,39,,2019,1,15:30,0,0,1,0,0,0,0,0,0
4072,7,01,45,,2019,0,19:47,0,1,0,0,0,0,0,0,0
4073,3,16,35,,2019,1,07:51,0,0,1,0,0,0,0,0,0
4074,2,12,25,,2019,0,08:33,0,0,1,0,0,0,0,0,0
4075,3,06,49,,2019,1,21:15,0,0,1,0,0,0,0,0,0
4076,7,08,21,,2019,1,17:25,0,0,1,0,0,0,0,0,0
4077,3,20,20,,2019,0,00:56,0,0,1,0,0,0,0,0,0
4078,7,11,47,,2019,0,21:28,0,0,1,0,0,0,0,0,0
4079,3,16,33,Officer witnessed commission of a crime,2019,0,14:45,0,0,0,1,0,0,0,0,0
4080,3,21,28,,2019,0,14:00,0,0,0,0,0,1,0,0,0
4081,7,10,18,,2019,1,08:51,0,0,1,0,0,0,0,0,0
4082,7,07,57,,2019,1,11:00,0,0,1,0,0,0,0,0,0
4083,2,12,30,,2019,0,17:26,1,0,0,0,0,0,0,0,0
4084,3,20,45,Witness or victim identification of suspect at the scene,2019,0,00:42,1,0,0,0,0,0,0,0,0
4085,3,15,20,,2019,1,19:23,0,1,0,0,0,0,0,0,0
4086,2,03,30,,2019,1,20:04,0,0,0,0,0,0,0,0,0
4087,3,09,31,,2019,0,21:45,0,1,0,0,0,0,0,0,0
4088,7,01,55,,2019,0,16:13,0,1,0,0,0,0,0,0,0
4089,7,07,29,,2019,1,08:01,0,0,1,0,0,0,0,0,0
4090,7,02,40,Officer witnessed commission of a crime,2019,1,14:30,0,0,0,0,0,0,0,0,0
4091,3,12,21,,2019,1,07:23,0,0,1,0,0,0,0,0,0
4092,7,17,39,,2019,1,20:00,0,0,1,0,0,0,0,0,0
4093,2,13,22,,2019,0,21:12,0,0,0,0,0,1,0,0,0
4094,7,14,41,,2019,1,18:20,0,1,0,0,0,0,0,0,0
4095,3,01,60,Officer witnessed commission of a crime,2019,0,01:00,1,0,0,0,0,0,0,0,0
4096,3,05,10,Officer witnessed commission of a crime,2019,0,19:33,0,0,0,0,0,0,0,0,0
4097,3,01,19,,2019,1,07:35,0,0,1,0,0,0,0,0,0
4098,3,13,23,,2019,0,13:30,0,0,1,0,0,0,0,0,0
4099,7,07,37,,2019,0,17:20,0,0,0,0,0,1,0,0,0
4100,7,03,29,,2019,0,20:16,0,0,0,0,0,1,0,0,0
4101,4,15,30,,2019,1,22:35,1,0,0,0,0,0,0,0,0
4102,2,13,35,,2019,1,21:35,1,0,0,0,0,0,0,0,0
4103,7,01,41,,2019,1,13:40,0,0,1,0,0,0,0,0,0
4104,2,18,31,,2019,1,21:44,0,0,1,0,0,0,0,0,0
4105,7,20,60,,2019,1,19:40,1,0,0,0,0,0,0,0,0
4106,3,17,69,,2019,0,08:13,0,1,0,0,0,0,0,0,0
4107,7,09,26,Witness or victim identification of suspect at the scene,2019,0,01:50,0,0,0,0,0,1,0,0,0
4108,2,12,25,,2019,1,08:57,0,1,1,0,0,0,0,0,0
4109,2,15,54,,2019,0,20:30,0,0,1,0,0,0,0,0,0
4110,2,12,22,,2019,0,21:56,1,0,0,0,0,0,0,0,0
4111,2,99,28,,2019,0,21:21,0,1,0,0,0,0,0,0,0
4112,2,03,36,,2019,1,20:33,0,1,0,0,0,0,0,0,0
4113,3,04,40,,2019,1,00:21,1,0,0,0,0,0,0,0,0
4114,3,01,33,,2019,1,12:08,0,0,1,0,0,0,0,0,0
4115,7,21,27,Matched suspect description,2019,1,17:16,1,0,0,0,0,0,0,0,0
4116,2,12,45,,2019,0,03:12,0,0,0,0,0,1,0,0,0
4117,2,12,40,,2019,0,21:45,0,0,0,0,0,0,0,0,0
4118,3,04,22,,2019,0,17:49,1,0,0,0,0,0,0,0,0
4119,1,02,33,,2019,1,18:18,1,0,0,0,0,0,0,0,0
4120,3,12,20,,2019,1,21:02,0,0,0,1,0,0,0,0,0
4121,7,21,49,,2019,1,07:10,0,0,1,0,0,0,0,0,0
4122,3,09,36,,2019,1,08:50,0,0,1,0,0,0,0,0,0
4123,3,06,20,,2019,1,02:21,0,1,0,0,0,0,0,0,0
4124,1,03,22,,2019,1,22:36,0,1,0,0,0,0,0,0,0
4125,2,12,20,Other reasonable suspicion of a crime,2019,0,19:11,1,0,0,0,0,0,0,0,0
4126,2,12,36,,2019,0,16:01,0,0,0,0,1,0,0,0,0
4127,7,09,18,,2019,1,17:00,0,0,1,0,0,0,0,0,0
4128,1,05,35,,2019,1,13:30,0,0,1,0,0,0,0,0,0
4129,3,01,45,,2019,0,21:37,0,0,0,0,0,1,0,0,0
4130,3,09,30,,2019,1,12:16,0,0,1,0,0,0,0,0,0
4131,3,13,27,,2019,1,23:30,0,1,0,0,0,0,0,0,0
4132,2,13,25,,2019,1,20:05,1,0,0,0,0,0,0,0,0
4133,7,17,27,,2019,1,17:45,0,0,1,0,0,0,0,0,0
4134,3,12,35,,2019,0,23:10,0,1,0,0,0,0,0,0,0
4135,7,11,38,,2019,1,15:09,0,0,1,0,0,0,0,0,0
4136,2,99,60,,2019,1,22:40,1,0,0,0,0,0,0,0,0
4137,2,12,25,,2019,0,17:31,1,0,0,0,0,0,0,0,0
4138,7,04,39,,2019,1,21:15,0,0,1,0,0,0,0,0,0
4139,2,14,25,,2019,1,22:27,0,0,1,0,0,0,0,0,0
4140,7,10,76,,2019,1,10:35,0,0,1,0,0,0,0,0,0
4141,2,12,29,,2019,1,15:49,0,0,1,0,0,0,0,0,0
4142,3,16,21,,2019,1,08:18,0,0,1,0,0,0,0,0,0
4143,3,15,25,,2019,1,23:55,0,1,0,0,0,0,0,0,0
4144,2,15,33,Matched suspect description,2019,0,11:44,0,0,0,0,1,0,0,0,0
4145,3,13,30,,2019,1,07:20,1,0,0,0,0,0,0,0,0
4146,3,07,28,,2019,0,15:59,0,0,0,0,0,0,0,1,0
4147,7,14,47,,2019,1,17:40,0,0,1,0,0,0,0,0,0
4148,7,05,34,,2019,1,11:00,0,0,1,0,0,0,0,0,0
4149,3,17,37,,2019,1,12:43,0,0,1,0,0,0,0,0,0
4150,3,13,44,Officer witnessed commission of a crime,2019,1,16:30,0,0,1,0,0,0,0,0,0
4151,3,17,20,,2019,1,12:40,0,0,1,0,0,0,0,0,0
4152,1,01,57,,2019,1,08:13,0,1,1,0,0,0,0,0,0
4153,3,07,25,,2019,1,00:31,0,1,0,0,0,0,0,0,0
4154,7,06,25,,2019,0,23:35,1,0,0,0,0,0,0,0,0
4155,3,05,31,Other reasonable suspicion of a crime,2019,0,18:33,0,0,0,0,0,0,0,0,0
4156,2,14,50,Officer witnessed commission of a crime,2019,1,16:41,0,0,0,0,0,0,0,0,0
4157,3,08,26,,2019,1,07:30,0,0,1,0,0,0,0,0,0
4158,3,16,30,,2019,1,23:00,0,0,1,0,0,0,0,0,0
4159,2,12,50,Matched suspect description,2019,1,00:21,1,0,0,0,0,0,0,0,0
4160,3,04,25,,2019,1,21:56,0,0,1,0,0,0,0,0,0
4161,3,16,35,,2019,1,20:05,0,1,0,0,0,0,0,0,0
4162,3,10,30,Actions indicative of a drug transaction,2019,0,17:59,0,0,0,0,1,0,0,0,0
4163,7,19,55,Officer witnessed commission of a crime,2019,1,12:38,0,1,0,0,0,0,0,0,0
4164,7,15,42,,2019,1,09:02,0,0,1,0,0,0,0,0,0
4165,2,18,20,,2019,0,23:48,0,1,0,0,0,0,0,0,0
4166,3,21,35,,2019,0,18:25,0,1,0,0,0,0,0,0,0
4167,1,17,47,,2019,1,16:00,0,0,1,0,0,0,0,0,0
4168,3,11,27,,2019,1,15:07,0,0,1,0,0,0,0,0,0
4169,3,09,28,,2019,1,15:30,0,0,1,0,0,0,0,0,0
4170,1,20,41,,2019,1,22:10,0,1,0,0,0,0,0,0,0
4171,3,99,45,,2019,0,07:00,0,0,0,0,1,0,0,0,0
4172,7,02,60,,2019,1,20:19,0,0,1,0,0,0,0,0,0
4173,7,15,25,,2019,0,12:35,0,0,1,0,0,0,0,0,0
4174,2,14,36,,2019,0,21:40,0,0,1,0,0,0,0,0,0
4175,7,10,60,,2019,1,08:20,0,0,1,0,0,0,0,0,0
4176,2,12,27,,2019,1,15:45,0,0,1,0,0,0,0,0,0
4177,7,03,34,,2019,1,10:30,0,0,1,0,0,0,0,0,0
4178,7,17,45,,2019,0,18:14,1,0,0,0,0,0,0,0,0
4179,2,12,20,,2019,0,12:57,0,0,0,0,0,0,0,0,0
4180,7,01,30,,2019,1,10:14,0,1,0,0,0,0,0,0,0
4181,3,20,25,Officer witnessed commission of a crime,2019,1,19:45,0,0,1,0,0,0,0,0,0
4182,2,08,39,,2019,1,16:40,0,0,1,0,0,0,0,0,0
4183,3,17,41,,2019,1,08:00,0,0,1,0,0,0,0,0,0
4184,2,12,31,,2019,1,10:40,0,0,1,0,0,0,0,0,0
4185,4,14,37,,2019,1,16:10,0,0,1,0,0,0,0,0,0
4186,2,99,20,,2019,0,22:54,1,0,0,0,0,0,0,0,0
4187,3,19,40,,2019,1,20:02,0,1,0,0,0,0,0,0,0
4188,7,12,54,,2019,1,13:47,0,1,0,0,0,0,0,0,0
4189,3,10,44,,2019,0,13:24,0,0,0,0,1,0,0,0,0
4190,3,12,40,,2019,0,20:11,0,1,0,0,0,0,0,0,0
4191,7,08,50,,2019,1,21:12,0,1,0,0,0,0,0,0,0
4192,3,19,25,,2019,0,19:12,0,0,1,0,0,0,0,0,0
4193,2,07,28,,2019,1,11:43,0,0,1,0,0,0,0,0,0
4194,3,03,30,,2019,1,05:00,1,0,0,0,0,0,0,0,0
4195,3,20,20,,2019,1,16:16,0,0,1,0,0,0,0,0,0
4196,3,15,40,,2019,1,03:13,0,1,0,0,0,0,0,0,0
4197,3,12,35,,2019,0,18:14,0,1,0,0,0,0,0,0,0
4198,2,05,35,,2019,1,19:50,0,1,0,0,0,0,0,0,0
4199,3,13,27,,2019,0,01:57,0,1,0,0,0,0,0,0,0
4200,3,18,22,,2019,0,17:36,0,1,0,0,0,0,0,0,0
4201,2,99,25,,2019,0,16:29,0,0,0,0,0,0,1,0,0
4202,7,21,32,,2019,1,11:40,0,0,1,0,0,0,0,0,0
4203,2,18,27,,2019,1,21:44,0,1,0,0,0,0,0,0,0
4204,2,03,35,,2019,0,20:31,0,0,0,0,0,0,0,0,0
4205,3,01,60,,2019,1,18:30,0,0,1,0,0,0,0,0,0
4206,7,01,39,,2019,0,03:04,0,0,1,0,0,0,0,0,0
4207,3,19,25,Officer witnessed commission of a crime,2019,0,20:13,0,0,0,0,0,0,0,0,0
4208,3,20,24,,2019,0,21:46,0,0,1,0,0,0,0,0,0
4209,3,08,43,Officer witnessed commission of a crime,2019,0,12:51,0,1,0,0,0,0,0,0,0
4210,2,07,20,,2019,0,22:45,1,0,0,0,0,0,0,0,0
4211,2,03,25,,2019,1,23:14,1,0,0,0,0,0,0,0,0
4212,3,19,30,,2019,1,22:18,0,0,0,0,0,0,0,1,0
4213,3,20,31,,2019,1,10:00,0,1,0,0,0,0,0,0,0
4214,7,21,21,,2019,1,21:13,0,1,0,0,0,0,0,0,0
4215,7,05,55,,2019,1,16:20,0,0,1,0,0,0,0,0,0
4216,7,07,64,,2019,1,06:07,1,0,0,0,0,0,0,0,0
4217,2,06,25,,2019,0,20:28,1,0,0,0,0,0,0,0,0
4218,2,01,35,Witness or victim identification of suspect at the scene,2019,1,10:45,0,0,0,0,0,0,0,0,0
4219,7,01,34,Officer witnessed commission of a crime,2019,1,10:35,0,0,1,0,0,0,0,0,0
4220,3,13,28,,2019,1,19:35,0,1,1,0,0,0,0,0,0
4221,7,08,65,,2019,1,09:20,0,0,1,0,0,0,0,0,0
4222,7,17,19,,2019,1,19:25,0,0,1,0,0,0,0,0,0
4223,3,13,23,,2019,0,16:00,0,0,0,1,0,0,0,0,0
4224,2,12,61,,2019,0,15:11,0,0,0,0,0,1,0,0,0
4225,7,06,18,Officer witnessed commission of a crime,2019,1,22:45,0,0,1,0,0,0,0,0,0
4226,7,12,40,Other reasonable suspicion of a crime,2019,0,16:24,1,0,0,0,0,0,0,0,0
4227,2,13,27,,2019,1,17:19,0,0,1,0,0,0,0,0,0
4228,7,06,46,,2019,1,10:30,0,0,1,0,0,0,0,0,0
4229,1,20,50,Officer witnessed commission of a crime,2019,0,20:23,1,0,0,0,0,0,0,0,0
4230,2,20,20,,2019,1,00:09,0,1,0,0,0,0,0,0,0
4231,3,03,32,,2019,1,16:25,0,0,1,0,0,0,0,0,0
4232,2,15,24,Officer witnessed commission of a crime,2019,1,19:55,0,0,1,0,0,0,0,0,0
4233,3,12,48,,2019,1,09:48,0,0,1,0,0,0,0,0,0
4234,3,12,44,,2019,1,07:35,0,0,1,0,0,0,0,0,0
4235,7,05,40,,2019,0,21:25,0,0,0,0,1,0,0,0,0
4236,2,18,20,Other reasonable suspicion of a crime,2019,0,18:24,1,0,0,0,0,0,0,0,0
4237,3,01,23,,2019,1,06:55,0,0,1,0,0,0,0,0,0
4238,7,21,35,,2019,1,04:19,1,0,0,0,0,0,0,0,0
4239,2,01,40,Officer witnessed commission of a crime,2019,0,13:59,0,0,0,0,0,0,0,0,0
4240,3,11,20,Other reasonable suspicion of a crime,2019,0,14:15,0,0,1,0,0,0,0,0,0
4241,2,07,31,,2019,1,07:55,0,0,1,0,0,0,0,0,0
4242,1,05,47,,2019,1,08:50,0,0,1,0,0,0,0,0,0
4243,3,04,29,Matched suspect description,2019,0,21:00,0,0,0,0,0,1,0,0,0
4244,2,14,38,,2019,1,19:40,0,0,1,0,0,0,0,0,0
4245,2,12,32,,2019,0,20:15,0,1,0,0,0,0,0,0,0
4246,7,14,45,,2019,1,12:49,0,0,1,0,0,0,0,0,0
4247,3,03,28,,2019,1,14:16,0,0,1,0,0,0,0,0,0
4248,2,01,41,,2019,1,07:59,0,0,1,0,0,0,0,0,0
4249,3,18,19,,2019,1,18:35,0,0,1,0,0,0,0,0,0
4250,3,11,48,,2019,1,16:14,0,0,1,0,0,0,0,0,0
4251,2,12,52,,2019,1,17:20,0,1,0,0,0,0,0,0,0
4252,2,12,50,,2019,1,22:16,0,1,0,0,0,0,0,0,0
4253,2,08,23,,2019,1,10:17,0,0,0,0,0,0,0,1,0
4254,7,10,46,,2019,1,09:06,0,0,1,0,0,0,0,0,0
4255,3,19,35,,2019,1,13:11,1,0,0,0,0,0,0,0,0
4256,3,01,27,,2019,1,19:53,0,0,1,0,0,0,0,0,0
4257,7,01,30,,2019,0,17:30,0,1,0,0,0,0,0,0,0
4258,2,12,60,Officer witnessed commission of a crime,2019,0,15:34,0,0,0,0,0,0,0,0,0
4259,2,14,50,,2019,1,07:17,0,0,1,0,0,0,0,0,0
4260,3,04,32,,2019,0,22:31,0,0,0,0,0,0,0,0,0
4261,3,03,21,,2019,0,07:55,0,0,1,0,0,0,0,0,0
4262,1,01,38,,2019,1,07:30,0,0,1,0,0,0,0,0,0
4263,4,07,33,,2019,1,09:55,0,0,1,0,0,0,0,0,0
4264,3,18,35,,2019,0,14:41,0,0,0,0,0,1,0,0,0
4265,2,16,54,,2019,1,09:35,0,0,1,0,0,0,0,0,0
4266,3,13,32,,2019,1,19:55,0,1,0,0,0,0,0,0,0
4267,3,06,42,,2019,1,23:28,0,0,1,0,0,0,0,0,0
4268,3,11,30,,2019,1,15:15,0,1,0,0,0,0,0,0,0
4269,2,01,30,Officer witnessed commission of a crime,2019,1,20:25,0,1,0,0,0,0,0,0,0
4270,7,07,65,,2019,1,08:48,0,1,0,0,0,0,0,0,0
4271,7,21,29,,2019,1,16:50,0,0,1,0,0,0,0,0,0
4272,7,21,65,Matched suspect description,2019,1,10:25,0,1,0,0,0,0,0,0,0
4273,7,02,42,Officer witnessed commission of a crime,2019,0,15:30,0,0,1,0,0,0,0,0,0
4274,3,06,35,,2019,1,07:45,0,0,1,0,0,0,0,0,0
4275,7,08,39,,2019,1,16:05,0,0,1,0,0,0,0,0,0
4276,2,01,27,,2019,1,22:15,0,0,1,0,0,0,0,0,0
4277,3,07,38,,2019,1,10:40,0,0,1,0,0,0,0,0,0
4278,3,21,39,,2019,0,18:01,0,0,0,0,0,0,0,0,0
4279,7,08,40,,2019,1,08:25,0,0,1,0,0,0,0,0,0
4280,7,01,35,,2019,1,18:35,0,0,1,0,0,0,0,0,0
4281,3,13,30,,2019,1,10:00,0,0,1,0,0,0,0,0,0
4282,3,05,66,,2019,0,19:20,0,0,0,0,0,1,0,0,0
4283,2,13,24,,2019,1,14:35,0,1,0,0,0,0,0,0,0
4284,3,02,22,Officer witnessed commission of a crime,2019,1,15:20,0,1,0,0,0,0,0,0,0
4285,4,19,38,,2019,0,07:23,0,1,0,0,0,0,0,0,0
4286,2,99,27,,2019,0,20:41,1,0,0,0,0,0,0,0,0
4287,1,05,50,,2019,1,11:42,1,0,0,0,0,0,0,0,0
4288,3,13,25,,2019,1,22:18,0,0,0,0,0,0,0,0,0
4289,2,07,29,Matched suspect description,2019,0,10:05,0,0,0,0,0,0,0,0,0
4290,7,06,29,,2019,1,00:45,0,0,1,0,0,0,0,0,0
4291,3,04,19,,2019,0,17:05,1,0,0,0,0,0,0,0,0
4292,3,04,36,,2019,1,15:14,0,0,1,0,0,0,0,0,0
4293,3,10,24,,2019,1,10:00,0,0,1,0,0,0,0,0,0
4294,3,16,35,,2019,1,04:33,0,1,0,0,0,0,0,0,0
4295,2,12,44,,2019,0,00:45,0,0,0,0,0,0,0,1,0
4296,2,20,38,Other reasonable suspicion of a crime,2019,1,07:10,0,1,0,0,0,0,0,0,0
4297,3,19,45,Officer witnessed commission of a crime,2019,0,22:35,0,1,0,0,0,0,0,0,0
4298,2,13,38,,2019,1,07:25,0,0,1,0,0,0,0,0,0
4299,3,20,40,,2019,1,13:40,0,0,1,0,0,0,0,0,0
4300,3,02,23,,2019,0,01:04,1,0,0,0,0,0,0,0,0
4301,3,13,25,,2019,1,16:22,0,1,0,0,0,0,0,0,0
4302,1,20,25,,2019,1,16:04,0,1,0,0,0,0,0,0,0
4303,3,01,35,Other reasonable suspicion of a crime,2019,1,07:50,0,0,1,0,0,0,0,0,0
4304,2,12,35,,2019,0,12:44,0,0,0,0,0,1,0,0,0
4305,2,01,24,,2019,1,09:59,0,0,1,0,0,0,0,0,0
4306,7,01,32,,2019,1,00:25,0,1,0,0,0,0,0,0,0
4307,1,02,36,,2019,0,11:57,0,0,1,0,0,0,0,0,0
4308,7,20,56,,2019,1,16:15,0,0,1,0,0,0,0,0,0
4309,3,02,25,Officer witnessed commission of a crime,2019,0,16:05,1,0,0,0,0,0,0,0,0
4310,2,01,50,Witness or victim identification of suspect at the scene,2019,0,11:20,0,0,0,0,0,0,0,0,0
4311,4,21,63,,2019,1,14:57,0,1,0,0,0,0,0,0,0
4312,2,13,40,,2019,1,23:12,0,1,0,0,0,0,0,0,0
4313,2,01,25,,2019,1,18:10,0,1,0,0,0,0,0,0,0
4314,2,13,60,,2019,0,20:55,0,0,0,0,0,1,0,0,0
4315,7,09,22,,2019,1,18:00,0,0,1,0,0,0,0,0,0
4316,3,17,24,,2019,1,11:51,0,0,1,0,0,0,0,0,0
4317,3,02,51,,2019,1,09:56,0,0,1,0,0,0,0,0,0
4318,2,20,26,,2019,1,08:20,0,0,1,0,0,0,0,0,0
4319,3,02,19,,2019,1,20:51,0,1,0,0,0,0,0,0,0
4320,3,12,50,,2019,1,18:35,0,1,0,0,0,0,0,0,0
4321,3,12,68,,2019,1,14:52,0,0,1,0,0,0,0,0,0
4322,3,21,19,,2019,1,22:10,0,0,1,0,0,0,0,0,0
4323,3,10,35,,2019,0,08:23,0,0,0,0,0,1,0,0,0
4324,3,12,50,,2019,0,17:00,0,0,0,0,0,1,0,0,0
4325,3,15,19,,2019,0,23:28,0,0,0,0,0,1,0,0,0
4326,3,12,52,,2019,1,11:00,0,0,1,0,0,0,0,0,0
4327,3,15,32,Officer witnessed commission of a crime,2019,1,10:30,0,0,1,0,0,0,0,0,0
4328,3,07,18,,2019,0,23:46,0,0,1,0,0,0,0,0,0
4329,3,13,26,,2019,0,11:11,0,0,0,1,0,0,0,0,0
4330,2,07,41,,2019,1,13:25,0,0,1,0,0,0,0,0,0
4331,2,13,30,,2019,0,19:07,0,0,0,0,0,0,0,0,0
4332,3,18,30,Matched suspect description,2019,0,02:00,1,0,0,0,0,0,0,0,0
4333,2,13,25,,2019,0,12:05,0,1,0,0,0,0,0,0,0
4334,2,13,19,,2019,0,20:27,0,0,0,0,0,0,0,0,0
4335,2,06,25,,2019,1,16:19,0,0,1,0,0,0,0,0,0
4336,3,06,46,,2019,1,13:00,0,0,1,0,0,0,0,0,0
4337,3,01,21,,2019,1,19:03,0,0,1,0,0,0,0,0,0
4338,2,14,30,Officer witnessed commission of a crime,2019,0,14:13,0,0,0,0,0,1,0,0,0
4339,3,12,25,,2019,0,21:49,1,0,0,0,0,0,0,0,0
4340,2,11,27,,2019,1,13:46,0,0,1,0,0,0,0,0,0
4341,2,18,30,,2019,1,20:50,0,0,1,0,0,0,0,0,0
4342,3,11,38,,2019,1,09:27,0,0,1,0,0,0,0,0,0
4343,7,17,34,Matched suspect description,2019,1,16:08,0,0,0,0,0,0,0,0,0
4344,3,06,20,,2019,1,23:50,0,0,1,0,0,0,0,0,0
4345,2,10,28,Other reasonable suspicion of a crime,2019,0,16:19,0,0,0,0,0,0,0,0,0
4346,1,17,26,,2019,1,15:20,0,0,1,0,0,0,0,0,0
4347,2,01,38,Officer witnessed commission of a crime,2019,0,21:30,0,0,1,0,0,0,0,0,0
4348,3,13,46,,2019,0,18:39,0,1,0,0,0,0,0,0,0
4349,7,08,33,,2019,1,11:45,0,0,1,0,0,0,0,0,0
4350,3,12,49,,2019,1,14:26,0,1,0,0,0,0,0,0,0
4351,2,01,58,Officer witnessed commission of a crime,2019,0,15:28,0,0,1,0,0,0,0,0,0
4352,3,05,60,,2019,1,07:45,0,0,1,0,0,0,0,0,0
4353,3,04,38,,2019,0,18:32,0,0,0,0,0,0,0,0,0
4354,2,12,24,,2019,0,20:57,1,0,0,0,0,0,0,0,0
4355,7,08,27,,2019,1,22:06,0,0,1,0,0,0,0,0,0
4356,3,05,44,,2019,1,08:42,0,0,1,0,0,0,0,0,0
4357,2,12,24,,2019,0,19:13,0,0,1,0,0,0,0,0,0
4358,2,12,60,,2019,1,12:11,0,0,1,0,0,0,0,0,0
4359,3,03,57,,2019,1,17:51,0,1,1,0,0,0,0,0,0
4360,3,05,25,Officer witnessed commission of a crime,2019,1,20:45,0,0,1,0,0,0,0,0,0
4361,2,12,36,,2019,1,22:17,0,1,0,0,0,0,0,0,0
4362,7,07,24,,2019,1,15:10,0,0,1,0,0,0,0,0,0
4363,3,10,45,,2019,1,16:42,0,0,1,0,0,0,0,0,0
4364,2,13,33,,2019,1,10:00,0,0,1,0,0,0,0,0,0
4365,7,21,35,Matched suspect description,2019,0,00:06,0,0,0,0,0,1,0,0,0
4366,7,14,50,Matched suspect description,2019,0,09:00,0,1,0,0,0,0,0,0,0
4367,7,14,45,,2019,0,17:57,0,0,0,0,0,1,0,0,0
4368,4,15,21,,2019,1,22:38,1,0,0,0,0,0,0,0,0
4369,3,18,50,,2019,1,12:00,0,1,0,0,0,0,0,0,0
